,description,subtasks
221,"<Architect> Facing North, move to the left edge of the grid and place a red block;
Place a red block on top of it;
Place a red block on each side of the bottom one.
<Architect> Facing North, move to the right edge of the grid and place a purple block;
Place a purple block on top of it;
Place a purple block on each side of the bottom one.
<Architect> Place a green square at the on the right corner (opposite of red corner)
<Architect> Replace the green block by a yellow one","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 5, 6], [1, 1, 1], 'skyeast', 'red' && [0, 6, 5], [1, 1, 1], 'skyeast', 'red' && [0, 9, 0], [1, 1, 2], 'eastsky', 'purple' && [0, 10, 1], [1, 1, 1], 'skyeast', 'purple' && [1, 10, 0], [1, 1, 1], 'skyeast', 'purple' && [0, 0, 10], [1, 1, 1], 'skyeast', 'green' && [0, 0, 10], [1, 1, 1], 'skyeast', 'orange'"
222,"<Architect> Facing north, stack 2 yellow blocks on the top right edge of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow'"
223,"<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red'"
224,"<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Place a red block on both sides of the bottom red block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red'"
225,"<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Place a red block on both sides of the bottom red block.
<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [0, 10, 0], [1, 1, 2], 'skyeast', 'yellow'"
226,"<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Place a red block on both sides of the bottom red block.
<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [0, 10, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow'"
227,"<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Place a red block on both sides of the bottom red block.
<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Facing SOUTH, stack 2 purple blocks on the top right corner of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [0, 10, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple'"
228,"<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Place a red block on both sides of the bottom red block.
<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Facing SOUTH, stack 2 purple blocks on the top right corner of the grid.
<Architect> Place a purple block on both sides of the bottom purple block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [0, 10, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [0, 0, 9], [1, 1, 1], 'skyeast', 'purple' && [0, 1, 10], [1, 1, 1], 'skyeast', 'purple'"
229,"<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Place a red block on both sides of the bottom red block.
<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Facing SOUTH, stack 2 purple blocks on the top right corner of the grid.
<Architect> Place a purple block on both sides of the bottom purple block.
<Architect> Facing SOUTH, stack 2 green blocks on the top left corner of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [0, 10, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [0, 0, 9], [1, 1, 1], 'skyeast', 'purple' && [0, 1, 10], [1, 1, 1], 'skyeast', 'purple' && [0, 10, 10], [1, 1, 2], 'skyeast', 'green'"
230,"<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Place a red block on both sides of the bottom red block.
<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Facing SOUTH, stack 2 purple blocks on the top right corner of the grid.
<Architect> Place a purple block on both sides of the bottom purple block.
<Architect> Facing SOUTH, stack 2 green blocks on the top left corner of the grid.
<Architect> Place a green block on both sides of the bottom green block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [0, 10, 0], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [0, 0, 9], [1, 1, 1], 'skyeast', 'purple' && [0, 1, 10], [1, 1, 1], 'skyeast', 'purple' && [0, 10, 10], [1, 1, 2], 'skyeast', 'green' && [0, 9, 10], [1, 1, 1], 'skyeast', 'green' && [0, 10, 9], [1, 1, 1], 'skyeast', 'green'"
231,"<Architect> Facing North, Build a blue block in the left most corner.","[0, 5, 5], [1, 1, 1], 'skyeast', 'blue'"
232,"<Architect> Facing North, Build a blue block in the left most corner.
<Architect> Destroy the blue block and build a purple block there.","[0, 5, 5], [1, 1, 1], 'skyeast', 'blue' && [0, 0, 0], [1, 1, 1], 'skyeast', 'orange'"
233,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow'"
234,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow'"
235,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> facing north build red block in the north west corner","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 1], 'skyeast', 'red'"
236,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> facing north build red block in the north west corner
<Architect> Facing North, Build two Yellow blocks at left and right of the existing bottom yellow block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 1], 'skyeast', 'red' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow'"
237,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> facing north build red block in the north west corner
<Architect> Facing North, Build two Yellow blocks at left and right of the existing bottom yellow block.
<Architect> Build 3 Red blocks on existing red block at top, right and left direction respectively.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 1], 'skyeast', 'red' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [1, 0, 0], [1, 1, 1], 'skyeast', 'red'"
238,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> facing north build red block in the north west corner
<Architect> Facing North, Build two Yellow blocks at left and right of the existing bottom yellow block.
<Architect> Build 3 Red blocks on existing red block at top, right and left direction respectively.
<Architect> Facing North, Build 2 purple blocks at the left most corner by one top another.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 1], 'skyeast', 'red' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [1, 0, 0], [1, 1, 1], 'skyeast', 'red' && [2, 0, 0], [1, 1, 2], 'skyeast', 'purple'"
239,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> facing north build red block in the north west corner
<Architect> Facing North, Build two Yellow blocks at left and right of the existing bottom yellow block.
<Architect> Build 3 Red blocks on existing red block at top, right and left direction respectively.
<Architect> Facing North, Build 2 purple blocks at the left most corner by one top another.
<Architect> Destroy the purple blocks, Move to 1st row and 1st column position and Build 2 purple blocks by one top another.
<Builder> 1st row and 1st column from where?
<Architect> Facing North Destroy the purple blocks, Move to 1st row and 1st column position at left side and Build 2 purple blocks by one top another.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 1], 'skyeast', 'red' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [1, 0, 0], [1, 1, 1], 'skyeast', 'red' && [2, 0, 0], [1, 1, 2], 'skyeast', 'purple' && [0, 1, 1], [1, 1, 2], 'skyeast', 'blue'"
240,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> facing north build red block in the north west corner
<Architect> Facing North, Build two Yellow blocks at left and right of the existing bottom yellow block.
<Architect> Build 3 Red blocks on existing red block at top, right and left direction respectively.
<Architect> Facing North, Build 2 purple blocks at the left most corner by one top another.
<Architect> Destroy the purple blocks, Move to 1st row and 1st column position and Build 2 purple blocks by one top another.
<Builder> 1st row and 1st column from where?
<Architect> Facing North Destroy the purple blocks, Move to 1st row and 1st column position at left side and Build 2 purple blocks by one top another.
<Architect> Facing North, Destroy the existing blue blocks. Build a purple block at the 1st row and 1st column position from the left.
<Builder> It's unclear where the 1st row is. 1st starting from North or South?
<Architect> I have already mentioned that facing North direction. 
Facing North, Destroy the existing blue blocks. Build a purple block at the 1st row and 1st column position from the left.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 1], 'skyeast', 'red' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [1, 0, 0], [1, 1, 1], 'skyeast', 'red' && [2, 0, 0], [1, 1, 2], 'skyeast', 'purple' && [0, 1, 1], [1, 1, 2], 'skyeast', 'blue' && [2, 0, 0], [1, 1, 1], 'skyeast', 'purple'"
241,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> facing north build red block in the north west corner
<Architect> Facing North, Build two Yellow blocks at left and right of the existing bottom yellow block.
<Architect> Build 3 Red blocks on existing red block at top, right and left direction respectively.
<Architect> Facing North, Build 2 purple blocks at the left most corner by one top another.
<Architect> Destroy the purple blocks, Move to 1st row and 1st column position and Build 2 purple blocks by one top another.
<Builder> 1st row and 1st column from where?
<Architect> Facing North Destroy the purple blocks, Move to 1st row and 1st column position at left side and Build 2 purple blocks by one top another.
<Architect> Facing North, Destroy the existing blue blocks. Build a purple block at the 1st row and 1st column position from the left.
<Builder> It's unclear where the 1st row is. 1st starting from North or South?
<Architect> I have already mentioned that facing North direction. 
Facing North, Destroy the existing blue blocks. Build a purple block at the 1st row and 1st column position from the left.
<Architect> Break the existing purple block, then, facing south, stack 2 purple blocks on the top right corner of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 1], 'skyeast', 'red' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [1, 0, 0], [1, 1, 1], 'skyeast', 'red' && [2, 0, 0], [1, 1, 2], 'skyeast', 'purple' && [0, 1, 1], [1, 1, 2], 'skyeast', 'blue' && [2, 0, 0], [1, 1, 1], 'skyeast', 'purple' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple'"
242,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow'"
243,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow'"
244,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red'"
245,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Facing North, Build red blocks at left and right side of the bottom red block.
<Builder> How many red blocks? The instruction says ""Build red blocks"", so it's unclear how many I should build on each side. Further, it's not possible to build to the left of the bottom red block when I am facing north as instructed.
<Architect> Facing West, Build 2 red blocks at left and right side of the bottom red block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red'"
246,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Facing North, Build red blocks at left and right side of the bottom red block.
<Builder> How many red blocks? The instruction says ""Build red blocks"", so it's unclear how many I should build on each side. Further, it's not possible to build to the left of the bottom red block when I am facing north as instructed.
<Architect> Facing West, Build 2 red blocks at left and right side of the bottom red block.
<Architect> Facing west, Build a red block at the left side of the bottom red block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red'"
247,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Facing North, Build red blocks at left and right side of the bottom red block.
<Builder> How many red blocks? The instruction says ""Build red blocks"", so it's unclear how many I should build on each side. Further, it's not possible to build to the left of the bottom red block when I am facing north as instructed.
<Architect> Facing West, Build 2 red blocks at left and right side of the bottom red block.
<Architect> Facing west, Build a red block at the left side of the bottom red block.
<Architect> Facing south, stack 2 purple blocks on the top right corner of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple'"
248,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Facing North, Build red blocks at left and right side of the bottom red block.
<Builder> How many red blocks? The instruction says ""Build red blocks"", so it's unclear how many I should build on each side. Further, it's not possible to build to the left of the bottom red block when I am facing north as instructed.
<Architect> Facing West, Build 2 red blocks at left and right side of the bottom red block.
<Architect> Facing west, Build a red block at the left side of the bottom red block.
<Architect> Facing south, stack 2 purple blocks on the top right corner of the grid.
<Architect> Facing North, Build a red block at the right side of the bottom red block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red'"
249,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Facing North, Build red blocks at left and right side of the bottom red block.
<Builder> How many red blocks? The instruction says ""Build red blocks"", so it's unclear how many I should build on each side. Further, it's not possible to build to the left of the bottom red block when I am facing north as instructed.
<Architect> Facing West, Build 2 red blocks at left and right side of the bottom red block.
<Architect> Facing west, Build a red block at the left side of the bottom red block.
<Architect> Facing south, stack 2 purple blocks on the top right corner of the grid.
<Architect> Facing North, Build a red block at the right side of the bottom red block.
<Architect> Place a purple block on both sides of the bottom purple block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [0, 0, 9], [1, 1, 1], 'skyeast', 'purple' && [0, 1, 10], [1, 1, 1], 'skyeast', 'purple'"
250,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Facing North, Build red blocks at left and right side of the bottom red block.
<Builder> How many red blocks? The instruction says ""Build red blocks"", so it's unclear how many I should build on each side. Further, it's not possible to build to the left of the bottom red block when I am facing north as instructed.
<Architect> Facing West, Build 2 red blocks at left and right side of the bottom red block.
<Architect> Facing west, Build a red block at the left side of the bottom red block.
<Architect> Facing south, stack 2 purple blocks on the top right corner of the grid.
<Architect> Facing North, Build a red block at the right side of the bottom red block.
<Architect> Place a purple block on both sides of the bottom purple block.
<Architect> Facing south, stack 2 green blocks at the top left corner of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [0, 0, 9], [1, 1, 1], 'skyeast', 'purple' && [0, 1, 10], [1, 1, 1], 'skyeast', 'purple' && [0, 10, 10], [1, 1, 2], 'skyeast', 'green'"
251,"<Architect> Facing north, stack 2 yellow blocks on the top right corner of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Facing north, stack 2 red blocks on the top left corner of the grid.
<Architect> Facing North, Build red blocks at left and right side of the bottom red block.
<Builder> How many red blocks? The instruction says ""Build red blocks"", so it's unclear how many I should build on each side. Further, it's not possible to build to the left of the bottom red block when I am facing north as instructed.
<Architect> Facing West, Build 2 red blocks at left and right side of the bottom red block.
<Architect> Facing west, Build a red block at the left side of the bottom red block.
<Architect> Facing south, stack 2 purple blocks on the top right corner of the grid.
<Architect> Facing North, Build a red block at the right side of the bottom red block.
<Architect> Place a purple block on both sides of the bottom purple block.
<Architect> Facing south, stack 2 green blocks at the top left corner of the grid.
<Architect> Facing East, Build a green block at the right side of the bottom green block.
<Builder> When facing East, it's not possible to build to the right of the green blocks. There is no more grid.
<Architect> Simply place a green block on both available sides of the bottom green block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red' && [0, 0, 9], [1, 1, 1], 'skyeast', 'purple' && [0, 1, 10], [1, 1, 1], 'skyeast', 'purple' && [0, 10, 10], [1, 1, 2], 'skyeast', 'green' && [0, 9, 10], [1, 1, 1], 'skyeast', 'green' && [0, 10, 9], [1, 1, 1], 'skyeast', 'green'"
252,<Architect> Go to the top right edge of the grid and place 2 yellow blocks on top of each other.,"[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow'"
253,"<Architect> Go to the top right edge of the grid and place 2 yellow blocks on top of each other.
<Architect> Facing north, go to the top left edge and stack 2 red blocks.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red'"
254,"<Architect> Go to the top right edge of the grid and place 2 yellow blocks on top of each other.
<Architect> Facing north, go to the top left edge and stack 2 red blocks.
<Architect> Build a purple block at the left most corner.
<Builder> It said build 1 purple block. I assume they meant 2 blocks like the other one, but I followed the instructions exactly ""build a purple block at the left most corner""
<Architect> Actually have to build 4 blocks at each corner to get the shape. Here stated a step by step instructions.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple'"
255,"<Architect> Go to the top right edge of the grid and place 2 yellow blocks on top of each other.
<Architect> Facing north, go to the top left edge and stack 2 red blocks.
<Architect> Build a purple block at the left most corner.
<Builder> It said build 1 purple block. I assume they meant 2 blocks like the other one, but I followed the instructions exactly ""build a purple block at the left most corner""
<Architect> Actually have to build 4 blocks at each corner to get the shape. Here stated a step by step instructions.
<Architect> Facing South, stack 2 green blocks at the top left edge of the grid.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [0, 10, 10], [1, 1, 2], 'skyeast', 'green'"
256,"<Architect> Go to the top right edge of the grid and place 2 yellow blocks on top of each other.
<Architect> Facing north, go to the top left edge and stack 2 red blocks.
<Architect> Build a purple block at the left most corner.
<Builder> It said build 1 purple block. I assume they meant 2 blocks like the other one, but I followed the instructions exactly ""build a purple block at the left most corner""
<Architect> Actually have to build 4 blocks at each corner to get the shape. Here stated a step by step instructions.
<Architect> Facing South, stack 2 green blocks at the top left edge of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [0, 10, 10], [1, 1, 2], 'skyeast', 'green' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow'"
257,"<Architect> Go to the top right edge of the grid and place 2 yellow blocks on top of each other.
<Architect> Facing north, go to the top left edge and stack 2 red blocks.
<Architect> Build a purple block at the left most corner.
<Builder> It said build 1 purple block. I assume they meant 2 blocks like the other one, but I followed the instructions exactly ""build a purple block at the left most corner""
<Architect> Actually have to build 4 blocks at each corner to get the shape. Here stated a step by step instructions.
<Architect> Facing South, stack 2 green blocks at the top left edge of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Place a block on both sides of the bottom green block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [0, 10, 10], [1, 1, 2], 'skyeast', 'green' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 9, 10], [1, 1, 1], 'skyeast', 'green' && [0, 10, 9], [1, 1, 1], 'skyeast', 'green'"
258,"<Architect> Go to the top right edge of the grid and place 2 yellow blocks on top of each other.
<Architect> Facing north, go to the top left edge and stack 2 red blocks.
<Architect> Build a purple block at the left most corner.
<Builder> It said build 1 purple block. I assume they meant 2 blocks like the other one, but I followed the instructions exactly ""build a purple block at the left most corner""
<Architect> Actually have to build 4 blocks at each corner to get the shape. Here stated a step by step instructions.
<Architect> Facing South, stack 2 green blocks at the top left edge of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Place a block on both sides of the bottom green block.
<Architect> Place a red block on both sides of the bottom red block.","[0, 5, 5], [1, 1, 2], 'skyeast', 'yellow' && [0, 0, 0], [1, 1, 2], 'skyeast', 'red' && [0, 0, 10], [1, 1, 2], 'skyeast', 'purple' && [0, 10, 10], [1, 1, 2], 'skyeast', 'green' && [0, 9, 0], [1, 1, 1], 'skyeast', 'yellow' && [0, 10, 1], [1, 1, 1], 'skyeast', 'yellow' && [0, 9, 10], [1, 1, 1], 'skyeast', 'green' && [0, 10, 9], [1, 1, 1], 'skyeast', 'green' && [0, 0, 1], [1, 1, 1], 'skyeast', 'red' && [0, 1, 0], [1, 1, 1], 'skyeast', 'red'"
