,Unnamed: 0,Unnamed: 0.1,description,subtasks,rebuilded
258,258,258,"<Architect> Go to the top right edge of the grid and place 2 yellow blocks on top of each other.
<Architect> Facing north, go to the top left edge and stack 2 red blocks.
<Architect> Build a purple block at the left most corner.
<Builder> It said build 1 purple block. I assume they meant 2 blocks like the other one, but I followed the instructions exactly ""build a purple block at the left most corner""
<Architect> Actually have to build 4 blocks at each corner to get the shape. Here stated a step by step instructions.
<Architect> Facing South, stack 2 green blocks at the top left edge of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Place a block on both sides of the bottom green block.
<Architect> Place a red block on both sides of the bottom red block.","0, 5, 5, 3 && 0, 5, 6, 3 && 0, 5, 15, 5 && 0, 6, 5, 3 && 0, 14, 5, 6 && 0, 14, 15, 2 && 0, 15, 5, 6 && 0, 15, 6, 6 && 0, 15, 14, 2 && 0, 15, 15, 2 && 1, 5, 5, 3 && 1, 5, 15, 5 && 1, 15, 5, 6 && 1, 15, 15, 2","[(0, 5, 5, 3), (0, 5, 6, 3), (0, 5, 15, 5), (0, 6, 5, 3), (0, 14, 5, 6), (0, 14, 15, 2), (0, 15, 5, 6), (0, 15, 6, 6), (0, 15, 14, 2), (0, 15, 15, 2), (1, 5, 5, 3), (1, 5, 15, 5), (1, 15, 5, 6), (1, 15, 15, 2)]"
259,259,259,"<Architect> Go to the top right edge of the grid and place 2 yellow blocks on top of each other.
<Architect> Facing north, go to the top left edge and stack 2 red blocks.
<Architect> Build a purple block at the left most corner.
<Builder> It said build 1 purple block. I assume they meant 2 blocks like the other one, but I followed the instructions exactly ""build a purple block at the left most corner""
<Architect> Actually have to build 4 blocks at each corner to get the shape. Here stated a step by step instructions.
<Architect> Facing South, stack 2 green blocks at the top left edge of the grid.
<Architect> Place a yellow block on both sides of the bottom yellow block.
<Architect> Place a block on both sides of the bottom green block.
<Architect> Place a red block on both sides of the bottom red block.
<Architect> Place a purple block on both sides of the bottom purple block.","0, 5, 5, 3 && 0, 5, 6, 3 && 0, 5, 14, 5 && 0, 5, 15, 5 && 0, 6, 5, 3 && 0, 6, 15, 5 && 0, 14, 5, 6 && 0, 14, 15, 2 && 0, 15, 5, 6 && 0, 15, 6, 6 && 0, 15, 14, 2 && 0, 15, 15, 2 && 1, 5, 5, 3 && 1, 5, 15, 5 && 1, 15, 5, 6 && 1, 15, 15, 2","[(0, 5, 5, 3), (0, 5, 6, 3), (0, 5, 14, 5), (0, 5, 15, 5), (0, 6, 5, 3), (0, 6, 15, 5), (0, 14, 5, 6), (0, 14, 15, 2), (0, 15, 5, 6), (0, 15, 6, 6), (0, 15, 14, 2), (0, 15, 15, 2), (1, 5, 5, 3), (1, 5, 15, 5), (1, 15, 5, 6), (1, 15, 15, 2)]"
260,260,260,"<Architect> Facing north, stack 2 yellow blocks on the top right edge of the grid.","0, 5, 5, 6 && 1, 5, 5, 6","[(0, 5, 5, 6), (1, 5, 5, 6)]"
261,261,261,<Architect> In the top left corner build a column of two red blocks.,"0, 5, 5, 3 && 1, 5, 5, 3","[(0, 5, 5, 3), (1, 5, 5, 3)]"
262,262,262,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.","0, 5, 5, 3 && 0, 5, 6, 3 && 0, 6, 5, 3 && 1, 5, 5, 3","[(0, 5, 5, 3), (0, 5, 6, 3), (0, 6, 5, 3), (1, 5, 5, 3)]"
263,263,263,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.","0, 5, 5, 3 && 0, 5, 6, 3 && 0, 6, 5, 3 && 1, 5, 5, 3 && 2, 5, 5, 6 && 3, 5, 5, 6","[(0, 5, 5, 3), (0, 5, 6, 3), (0, 6, 5, 3), (1, 5, 5, 3), (2, 5, 5, 6), (3, 5, 5, 6)]"
264,264,264,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.","0, 5, 5, 3 && 0, 5, 6, 3 && 0, 6, 5, 3 && 0, 15, 5, 6 && 1, 5, 5, 3 && 1, 15, 5, 6","[(0, 5, 5, 3), (0, 5, 6, 3), (0, 6, 5, 3), (0, 15, 5, 6), (1, 5, 5, 3), (1, 15, 5, 6)]"
265,265,265,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.
<Architect> Place a yellow on both sides of the bottom yellow block.","0, 5, 5, 3 && 0, 5, 6, 3 && 0, 6, 5, 3 && 0, 14, 5, 6 && 0, 15, 5, 6 && 0, 15, 6, 6 && 1, 5, 5, 3 && 1, 15, 5, 6","[(0, 5, 5, 3), (0, 5, 6, 3), (0, 6, 5, 3), (0, 14, 5, 6), (0, 15, 5, 6), (0, 15, 6, 6), (1, 5, 5, 3), (1, 15, 5, 6)]"
266,266,266,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.
<Architect> Place a yellow on both sides of the bottom yellow block.
<Architect> Facing the East, put on green square in the top right corner.","0, 5, 5, 3 && 0, 5, 6, 3 && 0, 6, 5, 3 && 0, 14, 5, 6 && 0, 15, 5, 6 && 0, 15, 6, 6 && 0, 15, 15, 2 && 1, 5, 5, 3 && 1, 15, 5, 6","[(0, 5, 5, 3), (0, 5, 6, 3), (0, 6, 5, 3), (0, 14, 5, 6), (0, 15, 5, 6), (0, 15, 6, 6), (0, 15, 15, 2), (1, 5, 5, 3), (1, 15, 5, 6)]"
267,267,267,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.
<Architect> Place a yellow on both sides of the bottom yellow block.
<Architect> Facing the East, put on green square in the top right corner.
<Architect> Facing south, stack 2 purple blocks at the top right edge of the grid.","0, 5, 5, 3 && 0, 5, 6, 3 && 0, 5, 15, 5 && 0, 6, 5, 3 && 0, 14, 5, 6 && 0, 15, 5, 6 && 0, 15, 6, 6 && 0, 15, 15, 2 && 1, 5, 5, 3 && 1, 5, 15, 5 && 1, 15, 5, 6","[(0, 5, 5, 3), (0, 5, 6, 3), (0, 5, 15, 5), (0, 6, 5, 3), (0, 14, 5, 6), (0, 15, 5, 6), (0, 15, 6, 6), (0, 15, 15, 2), (1, 5, 5, 3), (1, 5, 15, 5), (1, 15, 5, 6)]"
268,268,268,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.
<Architect> Place a yellow on both sides of the bottom yellow block.
<Architect> Facing the East, put on green square in the top right corner.
<Architect> Facing south, stack 2 purple blocks at the top right edge of the grid.
<Architect> Place one green block on top of the current green block.","0, 5, 5, 3 && 0, 5, 6, 3 && 0, 5, 15, 5 && 0, 6, 5, 3 && 0, 14, 5, 6 && 0, 15, 5, 6 && 0, 15, 6, 6 && 0, 15, 15, 2 && 1, 5, 5, 3 && 1, 5, 15, 5 && 1, 15, 5, 6 && 1, 15, 15, 2","[(0, 5, 5, 3), (0, 5, 6, 3), (0, 5, 15, 5), (0, 6, 5, 3), (0, 14, 5, 6), (0, 15, 5, 6), (0, 15, 6, 6), (0, 15, 15, 2), (1, 5, 5, 3), (1, 5, 15, 5), (1, 15, 5, 6), (1, 15, 15, 2)]"
269,269,269,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.
<Architect> Place a yellow on both sides of the bottom yellow block.
<Architect> Facing the East, put on green square in the top right corner.
<Architect> Facing south, stack 2 purple blocks at the top right edge of the grid.
<Architect> Place one green block on top of the current green block.
<Architect> Facing south, place a green block on both sides of the bottom green block.","0, 5, 5, 3 && 0, 5, 6, 3 && 0, 5, 15, 5 && 0, 6, 5, 3 && 0, 14, 5, 6 && 0, 14, 15, 2 && 0, 15, 5, 6 && 0, 15, 6, 6 && 0, 15, 14, 2 && 0, 15, 15, 2 && 1, 5, 5, 3 && 1, 5, 15, 5 && 1, 15, 5, 6 && 1, 15, 15, 2","[(0, 5, 5, 3), (0, 5, 6, 3), (0, 5, 15, 5), (0, 6, 5, 3), (0, 14, 5, 6), (0, 14, 15, 2), (0, 15, 5, 6), (0, 15, 6, 6), (0, 15, 14, 2), (0, 15, 15, 2), (1, 5, 5, 3), (1, 5, 15, 5), (1, 15, 5, 6), (1, 15, 15, 2)]"
270,270,270,"<Architect> In the top left corner build a column of two red blocks.
<Architect> Facing the west, place one red block in the top right corner.
<Builder> In the top right corner there are already two red blocks. Should I place a new one on top of the existent ones?
<Architect> No, facing north, place one red block to the right of the existing column and one red block in front of the column.
<Architect> In the top left corner place two yellow blocks on top of each other.
<Architect> Facing north, break the both yellow blocks, then go to the top right edge of the grid and stack two yellow blocks.
<Architect> Place a yellow on both sides of the bottom yellow block.
<Architect> Facing the East, put on green square in the top right corner.
<Architect> Facing south, stack 2 purple blocks at the top right edge of the grid.
<Architect> Place one green block on top of the current green block.
<Architect> Facing south, place a green block on both sides of the bottom green block.
<Architect> Facing south, place one purple block to the left of the existent purple tower and one purple block in front of the tower.","0, 5, 5, 3 && 0, 5, 6, 3 && 0, 5, 14, 5 && 0, 5, 15, 5 && 0, 6, 5, 3 && 0, 6, 15, 5 && 0, 14, 5, 6 && 0, 14, 15, 2 && 0, 15, 5, 6 && 0, 15, 6, 6 && 0, 15, 14, 2 && 0, 15, 15, 2 && 1, 5, 5, 3 && 1, 5, 15, 5 && 1, 15, 5, 6 && 1, 15, 15, 2","[(0, 5, 5, 3), (0, 5, 6, 3), (0, 5, 14, 5), (0, 5, 15, 5), (0, 6, 5, 3), (0, 6, 15, 5), (0, 14, 5, 6), (0, 14, 15, 2), (0, 15, 5, 6), (0, 15, 6, 6), (0, 15, 14, 2), (0, 15, 15, 2), (1, 5, 5, 3), (1, 5, 15, 5), (1, 15, 5, 6), (1, 15, 15, 2)]"
271,271,271,"<Architect> Place two red blocks in a row from left to right, then leave one square empty and place another two red blocks in the same way.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3)]"
272,272,272,"<Architect> Facing North, Move to 3X6th position from the left. Build a Red block.
<Builder> What does ""3X6th position"" mean??? From what direction? Please be more specific.
<Architect> Take the position as facing North direction, then Move from the left hand side count 3rd column and 6th row position and the Build a Red block.
<Architect> Facing north, build a 5 blocks long red line, from left to right, starting from the left edge of the grid.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3)]"
273,273,273,"<Architect> Facing North, Move to 3X6th position from the left. Build a Red block.
<Builder> What does ""3X6th position"" mean??? From what direction? Please be more specific.
<Architect> Take the position as facing North direction, then Move from the left hand side count 3rd column and 6th row position and the Build a Red block.
<Architect> Facing north, build a 5 blocks long red line, from left to right, starting from the left edge of the grid.
<Architect> Facing north, break the middle block of the line, then place a 3 blocks long red line on top of the existing one, from left to right, starting on the 2nd red block from the left.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3)]"
274,274,274,"<Architect> Facing north, build a 5 blocks long red line from left to right starting at the left edge of the grid.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3)]"
275,275,275,"<Architect> Facing north, build a 5 blocks long red line from left to right starting at the left edge of the grid.
<Architect> Facing north, break the middle red block, then place a 3 blocks long red line on top of the existing one, starting on the second red block from the left.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3)]"
276,276,276,"<Architect> Facing north, build a 5 blocks long red line from left to right starting at the left edge of the grid.
<Architect> Facing north, break the middle red block, then place a 3 blocks long red line on top of the existing one, starting on the second red block from the left.
<Architect> Facing WEST, place 3 blue blocks to the left of the bottom red block closest to you.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 0, 9, 6, 1 && 0, 9, 7, 1 && 0, 9, 8, 1 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (0, 9, 6, 1), (0, 9, 7, 1), (0, 9, 8, 1), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3)]"
277,277,277,"<Architect> Facing north, build a 5 blocks long red line from left to right starting at the left edge of the grid.
<Architect> Facing north, break the middle red block, then place a 3 blocks long red line on top of the existing one, starting on the second red block from the left.
<Architect> Facing WEST, place 3 blue blocks to the left of the bottom red block closest to you.
<Architect> Facing north place a blue block on top of each existing blue block.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 0, 9, 6, 1 && 0, 9, 7, 1 && 0, 9, 8, 1 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3 && 1, 9, 6, 1 && 1, 9, 7, 1 && 1, 9, 8, 1","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (0, 9, 6, 1), (0, 9, 7, 1), (0, 9, 8, 1), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3), (1, 9, 6, 1), (1, 9, 7, 1), (1, 9, 8, 1)]"
278,278,278,"<Architect> Facing north, build a 5 blocks long red line from left to right starting at the left edge of the grid.
<Architect> Facing north, break the middle red block, then place a 3 blocks long red line on top of the existing one, starting on the second red block from the left.
<Architect> Facing WEST, place 3 blue blocks to the left of the bottom red block closest to you.
<Architect> Facing north place a blue block on top of each existing blue block.
<Architect> Facing WEST, break the middle blue block of the top row, then place a blue block to the left of the leftmost blue block and another one to the right of the rightmost blue block OF THE TOP ROW.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 0, 9, 6, 1 && 0, 9, 7, 1 && 0, 9, 8, 1 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3 && 1, 9, 5, 1 && 1, 9, 6, 1 && 1, 9, 8, 1 && 1, 9, 9, 1","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (0, 9, 6, 1), (0, 9, 7, 1), (0, 9, 8, 1), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3), (1, 9, 5, 1), (1, 9, 6, 1), (1, 9, 8, 1), (1, 9, 9, 1)]"
279,279,279,"<Architect> Facing east build a red block in the 3rd place
<Builder> Third from the top or from the side?
<Architect> Sorry, that was an awful instruction. On the sixth row from the north, build a red block on the third space from the west.","0, 5, 5, 3","[(0, 5, 5, 3)]"
280,280,280,"<Architect> Facing north, place 5 red blocks, from left to right, starting at the left edge of the grid, then break the middle block.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3)]"
281,281,281,"<Architect> Facing north, place 5 red blocks, from left to right, starting at the left edge of the grid, then break the middle block.
<Architect> Place a blue block on top of the first red block on the left.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 1, 5, 5, 1","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (1, 5, 5, 1)]"
282,282,282,"<Architect> Facing north, place 5 red blocks down, from left to right, starting at the left edge of the grid, then break the middle block.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3)]"
283,283,283,"<Architect> Facing north, place 5 red blocks down, from left to right, starting at the left edge of the grid, then break the middle block.
<Architect> Facing North, Destroy the left side 2 red blocks and Build a blue block next to the red block (right side).","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 7, 5, 1","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 7, 5, 1)]"
284,284,284,"<Architect> Facing north, place 5 red blocks down, from left to right, starting at the left edge of the grid, then break the middle block.
<Architect> Facing North, Destroy the left side 2 red blocks and Build a blue block next to the red block (right side).
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 block side by side (right).
<Builder> Two blocks of what color?
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 red blocks side by side (right).","0, 5, 5, 3 && 0, 6, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3)]"
285,285,285,"<Architect> Facing north, place 5 red blocks down, from left to right, starting at the left edge of the grid, then break the middle block.
<Architect> Facing North, Destroy the left side 2 red blocks and Build a blue block next to the red block (right side).
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 block side by side (right).
<Builder> Two blocks of what color?
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 red blocks side by side (right).
<Architect> Facing North, Build a Red block on top of the left side block.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3)]"
286,286,286,"<Architect> Facing north, place 5 red blocks down, from left to right, starting at the left edge of the grid, then break the middle block.
<Architect> Facing North, Destroy the left side 2 red blocks and Build a blue block next to the red block (right side).
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 block side by side (right).
<Builder> Two blocks of what color?
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 red blocks side by side (right).
<Architect> Facing North, Build a Red block on top of the left side block.
<Architect> Facing north, build two red block at the left of the highest red block, which gives you a line of three red blocks","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 3, 5, 3 && 1, 4, 5, 3 && 1, 5, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 3, 5, 3), (1, 4, 5, 3), (1, 5, 5, 3)]"
287,287,287,"<Architect> Facing north, place 5 red blocks down, from left to right, starting at the left edge of the grid, then break the middle block.
<Architect> Facing North, Destroy the left side 2 red blocks and Build a blue block next to the red block (right side).
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 block side by side (right).
<Builder> Two blocks of what color?
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 red blocks side by side (right).
<Architect> Facing North, Build a Red block on top of the left side block.
<Architect> Facing north, build two red block at the left of the highest red block, which gives you a line of three red blocks
<Architect> Facing North, Build a red block down to the left most red block.","0, 5, 5, 3 && 0, 7, 5, 3 && 0, 8, 5, 3 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3","[(0, 5, 5, 3), (0, 7, 5, 3), (0, 8, 5, 3), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3)]"
288,288,288,"<Architect> Facing north, place 5 red blocks down, from left to right, starting at the left edge of the grid, then break the middle block.
<Architect> Facing North, Destroy the left side 2 red blocks and Build a blue block next to the red block (right side).
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 block side by side (right).
<Builder> Two blocks of what color?
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 red blocks side by side (right).
<Architect> Facing North, Build a Red block on top of the left side block.
<Architect> Facing north, build two red block at the left of the highest red block, which gives you a line of three red blocks
<Architect> Facing North, Build a red block down to the left most red block.
<Architect> Facing WEST, place 3 blue blocks, horizontally, to the left of the red block closest to you.","0, 5, 5, 3 && 0, 7, 5, 3 && 0, 8, 5, 3 && 0, 8, 6, 1 && 0, 8, 7, 1 && 0, 8, 8, 1 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3","[(0, 5, 5, 3), (0, 7, 5, 3), (0, 8, 5, 3), (0, 8, 6, 1), (0, 8, 7, 1), (0, 8, 8, 1), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3)]"
289,289,289,"<Architect> Facing north, place 5 red blocks down, from left to right, starting at the left edge of the grid, then break the middle block.
<Architect> Facing North, Destroy the left side 2 red blocks and Build a blue block next to the red block (right side).
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 block side by side (right).
<Builder> Two blocks of what color?
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 red blocks side by side (right).
<Architect> Facing North, Build a Red block on top of the left side block.
<Architect> Facing north, build two red block at the left of the highest red block, which gives you a line of three red blocks
<Architect> Facing North, Build a red block down to the left most red block.
<Architect> Facing WEST, place 3 blue blocks, horizontally, to the left of the red block closest to you.
<Architect> Facing WEST, place a blue block on top of every existing blue block, then break the middle blue block of the top row.","0, 5, 5, 3 && 0, 7, 5, 3 && 0, 8, 5, 3 && 0, 8, 6, 1 && 0, 8, 7, 1 && 0, 8, 8, 1 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 6, 1 && 1, 8, 8, 1","[(0, 5, 5, 3), (0, 7, 5, 3), (0, 8, 5, 3), (0, 8, 6, 1), (0, 8, 7, 1), (0, 8, 8, 1), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 6, 1), (1, 8, 8, 1)]"
290,290,290,"<Architect> Facing north, place 5 red blocks down, from left to right, starting at the left edge of the grid, then break the middle block.
<Architect> Facing North, Destroy the left side 2 red blocks and Build a blue block next to the red block (right side).
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 block side by side (right).
<Builder> Two blocks of what color?
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 red blocks side by side (right).
<Architect> Facing North, Build a Red block on top of the left side block.
<Architect> Facing north, build two red block at the left of the highest red block, which gives you a line of three red blocks
<Architect> Facing North, Build a red block down to the left most red block.
<Architect> Facing WEST, place 3 blue blocks, horizontally, to the left of the red block closest to you.
<Architect> Facing WEST, place a blue block on top of every existing blue block, then break the middle blue block of the top row.
<Architect> Facing WEST, place a blue block to the left of leftmost blue block of the top row and another one to the right of the rightmost blue block of the top row.","0, 5, 5, 3 && 0, 7, 5, 3 && 0, 8, 5, 3 && 0, 8, 6, 1 && 0, 8, 7, 1 && 0, 8, 8, 1 && 1, 5, 5, 3 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 1 && 1, 8, 6, 1 && 1, 8, 8, 1 && 1, 8, 9, 1","[(0, 5, 5, 3), (0, 7, 5, 3), (0, 8, 5, 3), (0, 8, 6, 1), (0, 8, 7, 1), (0, 8, 8, 1), (1, 5, 5, 3), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 1), (1, 8, 6, 1), (1, 8, 8, 1), (1, 8, 9, 1)]"
291,291,291,"<Architect> Facing north, place 5 red blocks down, from left to right, starting at the left edge of the grid, then break the middle block.
<Architect> Facing North, Destroy the left side 2 red blocks and Build a blue block next to the red block (right side).
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 block side by side (right).
<Builder> Two blocks of what color?
<Architect> Facing north, destroy all the block. Move to 6th row and 6th column position, Build 2 red blocks side by side (right).
<Architect> Facing North, Build a Red block on top of the left side block.
<Architect> Facing north, build two red block at the left of the highest red block, which gives you a line of three red blocks
<Architect> Facing North, Build a red block down to the left most red block.
<Architect> Facing WEST, place 3 blue blocks, horizontally, to the left of the red block closest to you.
<Architect> Facing WEST, place a blue block on top of every existing blue block, then break the middle blue block of the top row.
<Architect> Facing WEST, place a blue block to the left of leftmost blue block of the top row and another one to the right of the rightmost blue block of the top row.
<Architect> Facing north, place a red block to the left of the leftmost red block of the bottom row.","0, 5, 5, 3 && 0, 6, 5, 3 && 0, 8, 5, 3 && 0, 9, 5, 3 && 0, 9, 6, 1 && 0, 9, 7, 1 && 0, 9, 8, 1 && 1, 6, 5, 3 && 1, 7, 5, 3 && 1, 8, 5, 3 && 1, 9, 5, 1 && 1, 9, 6, 1 && 1, 9, 8, 1 && 1, 9, 9, 1","[(0, 5, 5, 3), (0, 6, 5, 3), (0, 8, 5, 3), (0, 9, 5, 3), (0, 9, 6, 1), (0, 9, 7, 1), (0, 9, 8, 1), (1, 6, 5, 3), (1, 7, 5, 3), (1, 8, 5, 3), (1, 9, 5, 1), (1, 9, 6, 1), (1, 9, 8, 1), (1, 9, 9, 1)]"
292,292,292,<Architect> On the left edge of the grid place two red blocks from left to right.,"0, 5, 5, 3 && 0, 6, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3)]"
293,293,293,"<Architect> In the exact center of the grid, build a tower of 2 red blocks.","0, 5, 5, 3 && 1, 5, 5, 3","[(0, 5, 5, 3), (1, 5, 5, 3)]"
294,294,294,"<Architect> In the exact center of the grid, build a tower of 2 red blocks.
<Architect> Facing south, Build a red block at the left of the bottom red block.","0, 5, 5, 3 && 0, 6, 5, 3 && 1, 5, 5, 3","[(0, 5, 5, 3), (0, 6, 5, 3), (1, 5, 5, 3)]"
